SaleDetailID,SaleID,ProductID,Quantity,UnitPrice
170,85,28,1,99.99
171,86,29,1,34.99
172,86,29,1,34.99
173,87,30,1,59.99
174,87,30,1,59.99
175,88,31,1,119.99
176,88,31,1,119.99
177,89,32,1,69.99
178,89,32,1,69.99
179,90,33,1,44.99
180,90,33,1,44.99
181,91,34,1,119
182,91,34,1,119
183,92,35,1,79.99
184,92,35,1,79.99
185,93,36,1,74.99
186,93,36,1,74.99
187,94,37,1,54.99
188,94,37,1,54.99
189,95,38,1,29.99
190,95,38,1,29.99
191,96,39,1,34.99
192,96,39,1,34.99
193,97,40,1,14.99
194,97,40,1,14.99
195,98,41,1,19.99
196,98,41,1,19.99
197,99,42,1,69.99
198,99,42,1,69.99
199,100,43,1,29.99
200,100,43,1,29.99
201,101,44,1,49.99
202,101,44,1,49.99
203,102,45,1,39.99
204,102,45,1,39.99
205,103,46,1,54.99
206,103,46,1,54.99
207,104,47,1,44.99
208,104,47,1,44.99
209,105,48,1,39.99
210,105,48,1,39.99
211,106,49,1,84.99
212,106,49,1,84.99
213,107,50,1,14.99
214,107,50,1,14.99
215,108,51,1,21.99
216,108,51,1,21.99
217,109,52,1,39.99
218,109,52,1,39.99
219,110,53,1,84.99
220,110,53,1,84.99
221,111,54,1,109.99
222,111,54,1,109.99
223,112,55,1,94.99
224,112,55,1,94.99
225,113,56,1,149.99
226,113,56,1,149.99
227,114,57,1,239.99
228,114,57,1,239.99
229,115,1,1,849.99
230,115,1,1,849.99
231,116,2,1,979.99
232,116,2,1,979.99
233,117,3,1,649.99
234,117,3,1,649.99
235,118,4,1,1279
236,118,4,1,1279
237,119,5,1,849
238,119,5,1,849
239,120,6,1,1179.99
240,120,6,1,1179.99
241,121,7,1,699.99
242,121,7,1,699.99
243,122,8,1,219.99
244,122,8,1,219.99
245,123,9,1,329.99
246,123,9,1,329.99
247,124,10,1,84.99
248,124,10,1,84.99
249,125,11,1,44.99
250,125,11,1,44.99
251,126,12,1,26.99
252,126,12,1,26.99
253,127,13,1,54.99
254,127,13,1,54.99
255,128,14,1,149.99
256,128,14,1,149.99
257,129,15,1,44.99
258,129,15,1,44.99
259,130,16,1,54.99
260,130,16,1,54.99
261,131,17,1,94.99
262,131,17,1,94.99
263,132,18,1,89.99
264,132,18,1,89.99
265,133,19,1,69.99
266,133,19,1,69.99
267,134,20,1,129.99
268,134,20,1,129.99
269,135,21,1,22.99
270,135,21,1,22.99
271,136,22,1,19.99
272,136,22,1,19.99
273,137,23,1,34.99
274,137,23,1,34.99
275,138,24,1,10.99
276,138,24,1,10.99
277,139,25,1,19.99
278,139,25,1,19.99
279,140,26,1,84.99
280,140,26,1,84.99
281,141,27,1,54.99
282,141,27,1,54.99
283,142,28,1,99.99
284,142,28,1,99.99
285,143,29,1,34.99
286,143,29,1,34.99
287,144,30,1,59.99
288,144,30,1,59.99
289,145,31,1,119.99
290,145,31,1,119.99
291,146,32,1,69.99
292,146,32,1,69.99
293,147,33,1,44.99
294,147,33,1,44.99
295,148,34,1,119
296,148,34,1,119
297,149,35,1,79.99
298,149,35,1,79.99
299,150,36,1,74.99
300,150,36,1,74.99
301,151,37,1,54.99
302,151,37,1,54.99
303,152,38,1,29.99
304,152,38,1,29.99
305,153,39,1,34.99
306,153,39,1,34.99
307,154,40,1,14.99
308,154,40,1,14.99
309,155,41,1,19.99
310,155,41,1,19.99
311,156,42,1,69.99
312,156,42,1,69.99
313,157,43,1,29.99
314,157,43,1,29.99
315,158,44,1,49.99
316,158,44,1,49.99
317,159,45,1,39.99
318,159,45,1,39.99
319,160,46,1,54.99
320,160,46,1,54.99
321,161,47,1,44.99
322,161,47,1,44.99
323,162,48,1,39.99
324,162,48,1,39.99
325,163,49,1,84.99
326,163,49,1,84.99
327,164,50,1,14.99
328,164,50,1,14.99
329,165,51,1,21.99
330,165,51,1,21.99
331,166,52,1,39.99
332,166,52,1,39.99
333,167,53,1,84.99
334,167,53,1,84.99
335,168,54,1,109.99
336,168,54,1,109.99
337,169,55,1,94.99
338,169,55,1,94.99
339,170,56,1,149.99
340,170,56,1,149.99
341,171,57,1,239.99
342,171,57,1,239.99
343,172,1,1,849.99
344,172,1,1,849.99
345,173,2,1,979.99
346,173,2,1,979.99
347,174,3,1,649.99
348,174,3,1,649.99
349,175,4,1,1279
350,175,4,1,1279
351,176,5,1,849
352,176,5,1,849
353,177,6,1,1179.99
354,177,6,1,1179.99
355,178,7,1,699.99
356,178,7,1,699.99
357,179,8,1,219.99
358,179,8,1,219.99
359,180,9,1,329.99
360,180,9,1,329.99
361,181,10,1,84.99
362,181,10,1,84.99
363,182,11,1,44.99
364,182,11,1,44.99
365,183,12,1,26.99
366,183,12,1,26.99
367,184,13,1,54.99
368,184,13,1,54.99
369,185,14,1,149.99
370,185,14,1,149.99
371,186,15,1,44.99
372,186,15,1,44.99
373,187,16,1,54.99
374,187,16,1,54.99
375,188,17,1,94.99
376,188,17,1,94.99
377,189,18,1,89.99
378,189,18,1,89.99
379,190,19,1,69.99
380,190,19,1,69.99
381,191,20,1,129.99
382,191,20,1,129.99
383,192,21,1,22.99
384,192,21,1,22.99
385,193,22,1,19.99
386,193,22,1,19.99
387,194,23,1,34.99
388,194,23,1,34.99
389,195,24,1,10.99
390,195,24,1,10.99
391,196,25,1,19.99
392,196,25,1,19.99
393,197,26,1,84.99
394,197,26,1,84.99
395,198,27,1,54.99
396,198,27,1,54.99
397,199,28,1,99.99
398,199,28,1,99.99
399,200,29,1,34.99
400,200,29,1,34.99
401,201,30,1,59.99
402,201,30,1,59.99
403,202,31,1,119.99
404,202,31,1,119.99
405,203,32,1,69.99
406,203,32,1,69.99
407,204,33,1,44.99
408,204,33,1,44.99
409,205,34,1,119
410,205,34,1,119
411,206,35,1,79.99
412,206,35,1,79.99
413,207,36,1,74.99
414,207,36,1,74.99
415,208,37,1,54.99
416,208,37,1,54.99
417,209,38,1,29.99
418,209,38,1,29.99
419,210,39,1,34.99
420,210,39,1,34.99
421,211,40,1,14.99
422,211,40,1,14.99
423,212,41,1,19.99
424,212,41,1,19.99
425,213,42,1,69.99
426,213,42,1,69.99
427,214,43,1,29.99
428,214,43,1,29.99
429,215,44,1,49.99
430,215,44,1,49.99
431,216,45,1,39.99
432,216,45,1,39.99
433,217,46,1,54.99
434,217,46,1,54.99
435,218,47,1,44.99
436,218,47,1,44.99
437,219,48,1,39.99
438,219,48,1,39.99
439,220,49,1,84.99
440,220,49,1,84.99
441,221,50,1,14.99
442,221,50,1,14.99
443,222,51,1,21.99
444,222,51,1,21.99
445,223,52,1,39.99
446,223,52,1,39.99
447,224,53,1,84.99
448,224,53,1,84.99
449,225,54,1,109.99
450,225,54,1,109.99
451,226,55,1,94.99
452,226,55,1,94.99
453,227,56,1,149.99
454,227,56,1,149.99
455,228,57,1,239.99
456,228,57,1,239.99
457,229,1,1,849.99
458,229,1,1,849.99
459,230,2,1,979.99
460,230,2,1,979.99
461,231,3,1,649.99
462,231,3,1,649.99
463,232,4,1,1279
464,232,4,1,1279
465,233,6,1,1179.99
466,233,6,1,1179.99
467,234,8,1,219.99
468,234,8,1,219.99
469,235,9,1,329.99
470,235,9,1,329.99
471,236,10,1,84.99
472,236,10,1,84.99
473,237,11,1,44.99
474,237,11,1,44.99
475,238,12,1,26.99
476,238,12,1,26.99
477,239,13,1,54.99
478,239,13,1,54.99
479,240,14,1,149.99
480,240,14,1,149.99
481,241,15,1,44.99
482,241,15,1,44.99
483,242,16,1,54.99
484,242,16,1,54.99
485,243,17,1,94.99
486,243,17,1,94.99
487,244,18,1,89.99
488,244,18,1,89.99
489,245,19,1,69.99
490,245,19,1,69.99
491,246,20,1,129.99
492,246,20,1,129.99
493,247,21,1,22.99
494,247,21,1,22.99
495,248,22,1,19.99
496,248,22,1,19.99
497,249,23,1,34.99
498,249,23,1,34.99
499,250,24,1,10.99
500,250,24,1,10.99
501,251,25,1,19.99
502,251,25,1,19.99
503,252,26,1,84.99
504,252,26,1,84.99
505,253,27,1,54.99
506,253,27,1,54.99
507,254,28,1,99.99
508,254,28,1,99.99
509,255,29,1,34.99
510,255,29,1,34.99
511,256,30,1,59.99
512,256,30,1,59.99
513,257,31,1,119.99
514,257,31,1,119.99
515,258,32,1,69.99
516,258,32,1,69.99
517,259,33,1,44.99
518,259,33,1,44.99
519,260,34,1,119
520,260,34,1,119
521,261,35,1,79.99
522,261,35,1,79.99
523,262,36,1,74.99
524,262,36,1,74.99
525,263,37,1,54.99
526,263,37,1,54.99
527,264,38,1,29.99
528,264,38,1,29.99
529,265,39,1,34.99
530,265,39,1,34.99
531,266,40,1,14.99
532,266,40,1,14.99
533,267,41,1,19.99
534,267,41,1,19.99
535,268,42,1,69.99
536,268,42,1,69.99
537,269,43,1,29.99
538,269,43,1,29.99
539,270,44,1,49.99
540,270,44,1,49.99
541,271,45,1,39.99
542,271,45,1,39.99
543,272,46,1,54.99
544,272,46,1,54.99
545,273,47,1,44.99
546,273,47,1,44.99
547,274,48,1,39.99
548,274,48,1,39.99
549,275,49,1,84.99
550,275,49,1,84.99
551,276,50,1,14.99
552,276,50,1,14.99
553,277,51,1,21.99
554,277,51,1,21.99
555,278,52,1,39.99
556,278,52,1,39.99
557,279,53,1,84.99
558,279,53,1,84.99
559,280,54,1,109.99
560,280,54,1,109.99
561,281,55,1,94.99
562,281,55,1,94.99
563,282,56,1,149.99
564,282,56,1,149.99
565,283,57,1,239.99
566,283,57,1,239.99
567,284,2,1,979.99
568,284,2,1,979.99
569,285,4,1,1279
570,285,4,1,1279
571,286,6,1,1179.99
572,286,6,1,1179.99
573,287,9,1,329.99
574,287,9,1,329.99
575,288,10,1,84.99
576,288,10,1,84.99
577,289,11,1,44.99
578,289,11,1,44.99
579,290,12,1,26.99
580,290,12,1,26.99
581,291,13,1,54.99
582,291,13,1,54.99
583,292,14,1,149.99
584,292,14,1,149.99
585,293,15,1,44.99
586,293,15,1,44.99
587,294,16,1,54.99
588,294,16,1,54.99
589,295,17,1,94.99
590,295,17,1,94.99
591,296,18,1,89.99
592,296,18,1,89.99
593,297,19,1,69.99
594,297,19,1,69.99
595,298,20,1,129.99
596,298,20,1,129.99
597,299,21,1,22.99
598,299,21,1,22.99
599,300,22,1,19.99
600,300,22,1,19.99
601,301,23,1,34.99
602,301,23,1,34.99
603,302,24,1,10.99
604,302,24,1,10.99
605,303,25,1,19.99
606,303,25,1,19.99
607,304,26,1,84.99
608,304,26,1,84.99
609,305,27,1,54.99
610,305,27,1,54.99
611,306,28,1,99.99
612,306,28,1,99.99
613,307,29,1,34.99
614,307,29,1,34.99
615,308,30,1,59.99
616,308,30,1,59.99
617,309,31,1,119.99
618,309,31,1,119.99
619,310,32,1,69.99
620,310,32,1,69.99
621,311,33,1,44.99
622,311,33,1,44.99
623,312,34,1,119
624,312,34,1,119
625,313,35,1,79.99
626,313,35,1,79.99
627,314,36,1,74.99
628,314,36,1,74.99
629,315,37,1,54.99
630,315,37,1,54.99
631,316,38,1,29.99
632,316,38,1,29.99
633,317,39,1,34.99
634,317,39,1,34.99
635,318,40,1,14.99
636,318,40,1,14.99
637,319,41,1,19.99
638,319,41,1,19.99
639,320,42,1,69.99
640,320,42,1,69.99
641,321,43,1,29.99
642,321,43,1,29.99
643,322,44,1,49.99
644,322,44,1,49.99
645,323,45,1,39.99
646,323,45,1,39.99
647,324,46,1,54.99
648,324,46,1,54.99
649,325,47,1,44.99
650,325,47,1,44.99
651,326,48,1,39.99
652,326,48,1,39.99
653,327,49,1,84.99
654,327,49,1,84.99
655,328,50,1,14.99
656,328,50,1,14.99
657,329,51,1,21.99
658,329,51,1,21.99
659,330,52,1,39.99
660,330,52,1,39.99
661,331,53,1,84.99
662,331,53,1,84.99
663,332,54,1,109.99
664,332,54,1,109.99
665,333,55,1,94.99
666,333,55,1,94.99
667,334,56,1,149.99
668,334,56,1,149.99
669,335,2,1,979.99
670,335,2,1,979.99
671,336,9,1,329.99
672,336,9,1,329.99
673,337,10,1,84.99
674,337,10,1,84.99
675,338,11,1,44.99
676,338,11,1,44.99
677,339,12,1,26.99
678,339,12,1,26.99
679,340,13,1,54.99
680,340,13,1,54.99
681,341,14,1,149.99
682,341,14,1,149.99
683,342,15,1,44.99
684,342,15,1,44.99
685,343,16,1,54.99
686,343,16,1,54.99
687,344,17,1,94.99
688,344,17,1,94.99
689,345,18,1,89.99
690,345,18,1,89.99
691,346,19,1,69.99
692,346,19,1,69.99
693,347,20,1,129.99
694,347,20,1,129.99
695,348,21,1,22.99
696,348,21,1,22.99
697,349,22,1,19.99
698,349,22,1,19.99
699,350,23,1,34.99
700,350,23,1,34.99
701,351,24,1,10.99
702,351,24,1,10.99
703,352,25,1,19.99
704,352,25,1,19.99
705,353,26,1,84.99
706,353,26,1,84.99
707,354,27,1,54.99
708,354,27,1,54.99
709,355,28,1,99.99
710,355,28,1,99.99
711,356,29,1,34.99
712,356,29,1,34.99
713,357,30,1,59.99
714,357,30,1,59.99
715,358,31,1,119.99
716,358,31,1,119.99
717,359,32,1,69.99
718,359,32,1,69.99
719,360,33,1,44.99
720,360,33,1,44.99
721,361,34,2,119
722,362,35,2,79.99
723,363,36,2,74.99
724,364,37,2,54.99
725,365,38,2,29.99
726,366,39,2,34.99
727,367,40,2,14.99
728,368,41,2,19.99
729,369,42,2,69.99
730,370,43,2,29.99
731,371,44,2,49.99
732,372,45,2,39.99
733,373,46,2,54.99
734,374,47,2,44.99
735,375,48,2,39.99
736,376,49,2,84.99
737,377,50,2,14.99
738,378,51,2,21.99
739,379,52,2,39.99
740,380,53,2,84.99
741,381,54,2,109.99
742,382,55,2,94.99
743,383,56,2,149.99
744,384,10,2,84.99
745,385,11,2,44.99
746,386,12,2,26.99
747,387,13,2,54.99
748,388,14,2,149.99
749,389,15,2,44.99
750,390,16,2,54.99
751,391,17,2,94.99
752,392,18,2,89.99
753,393,19,2,69.99
754,394,20,2,129.99
755,395,21,2,22.99
756,396,22,2,19.99
757,397,23,2,34.99
758,398,24,2,10.99
759,399,25,2,19.99
760,400,26,2,84.99
761,401,27,2,54.99
762,402,28,2,99.99
763,403,29,2,34.99
764,404,30,2,59.99
765,405,31,2,119.99
766,406,32,2,69.99
767,407,33,2,44.99
768,408,34,2,119
769,409,35,2,79.99
770,410,36,2,74.99
771,411,37,2,54.99
772,412,38,2,29.99
773,413,39,2,34.99
774,414,40,2,14.99
775,415,41,2,19.99
776,416,42,2,69.99
777,417,43,2,29.99
778,418,44,2,49.99
779,419,45,2,39.99
780,420,46,2,54.99
781,421,47,2,44.99
782,422,48,2,39.99
783,423,49,2,84.99
784,424,50,2,14.99
785,425,51,2,21.99
786,426,52,2,39.99
787,427,53,2,84.99
788,428,54,2,109.99
789,429,55,2,94.99
790,430,56,2,149.99
791,431,10,2,84.99
792,432,11,2,44.99
793,433,12,2,26.99
794,434,13,2,54.99
795,435,14,2,149.99
796,436,15,2,44.99
797,437,16,2,54.99
798,438,17,2,94.99
799,439,18,2,89.99
800,440,19,2,69.99
801,441,20,2,129.99
802,442,21,2,22.99
803,443,22,2,19.99
804,444,23,2,34.99
805,445,24,2,10.99
806,446,25,2,19.99
807,447,26,2,84.99
808,448,27,2,54.99
809,449,28,2,99.99
810,450,29,2,34.99
811,451,30,2,59.99
812,452,31,2,119.99
813,453,32,2,69.99
814,454,33,2,44.99
815,455,34,2,119
816,456,35,2,79.99
817,457,36,2,74.99
818,458,37,2,54.99
819,459,38,2,29.99
820,460,39,2,34.99
821,461,40,2,14.99
822,462,41,2,19.99
823,463,42,2,69.99
824,464,43,2,29.99
825,465,44,2,49.99
826,466,45,2,39.99
827,467,46,2,54.99
828,468,47,2,44.99
829,469,48,2,39.99
830,470,49,2,84.99
831,471,50,2,14.99
832,472,51,2,21.99
833,473,52,2,39.99
834,474,53,2,84.99
835,475,54,2,109.99
836,476,55,2,94.99
837,477,11,2,44.99
838,478,12,2,26.99
839,479,13,2,54.99
840,480,14,2,149.99
841,481,15,2,44.99
842,482,16,2,54.99
843,483,17,2,94.99
844,484,19,2,69.99
845,485,20,2,129.99
846,486,21,2,22.99
847,487,22,2,19.99
848,488,23,2,34.99
849,489,24,2,10.99
850,490,25,2,19.99
851,491,27,2,54.99
852,492,28,2,99.99
853,493,29,2,34.99
854,494,30,2,59.99
855,495,31,2,119.99
856,496,32,2,69.99
857,497,33,2,44.99
858,498,35,2,79.99
859,499,36,2,74.99
860,500,37,2,54.99
861,501,38,2,29.99
862,502,39,2,34.99
863,503,40,2,14.99
864,504,41,2,19.99
865,505,42,2,69.99
866,506,43,2,29.99
867,507,44,2,49.99
868,508,45,2,39.99
869,509,46,2,54.99
870,510,47,2,44.99
871,511,48,2,39.99
872,512,49,2,84.99
873,513,50,2,14.99
874,514,51,2,21.99
875,515,52,2,39.99
876,516,54,2,109.99
877,517,55,2,94.99
878,518,11,2,44.99
879,519,12,2,26.99
880,520,13,2,54.99
881,521,14,2,149.99
882,522,15,2,44.99
883,523,16,2,54.99
884,524,17,2,94.99
885,525,19,2,69.99
886,526,21,2,22.99
887,527,22,2,19.99
888,528,23,2,34.99
889,529,24,2,10.99
890,530,25,2,19.99
891,531,27,2,54.99
892,532,29,2,34.99
893,533,30,2,59.99
894,534,32,2,69.99
895,535,33,2,44.99
896,536,35,2,79.99
897,537,36,2,74.99
898,538,37,2,54.99
899,539,38,2,29.99
900,540,39,2,34.99
901,541,40,2,14.99
902,542,41,2,19.99
903,543,42,2,69.99
904,544,43,2,29.99
905,545,44,2,49.99
906,546,45,2,39.99
907,547,46,2,54.99
908,548,47,2,44.99
909,549,48,1,39.99
910,550,49,1,84.99
911,551,50,1,14.99
912,552,51,1,21.99
913,553,52,1,39.99
914,554,54,1,109.99
915,555,56,1,149.99
916,556,57,1,239.99
917,557,1,1,849.99
918,558,4,1,1279
919,559,5,1,849
920,560,8,1,219.99
921,561,10,1,84.99
922,562,11,1,44.99
923,563,12,1,26.99
924,564,13,1,54.99
925,565,14,1,149.99
926,566,15,1,44.99
927,567,16,1,54.99
928,568,18,1,89.99
929,569,19,1,69.99
930,570,20,1,129.99
931,571,21,1,22.99
932,572,22,1,19.99
933,573,23,1,34.99
934,574,24,1,10.99
935,575,25,1,19.99
936,576,26,1,84.99
937,577,27,1,54.99
938,578,28,1,99.99
939,579,29,1,34.99
940,580,30,1,59.99
941,581,32,1,69.99
942,582,33,1,44.99
943,583,34,1,119
944,584,35,1,79.99
945,585,36,1,74.99
946,586,37,1,54.99
947,587,38,1,29.99
948,588,39,1,34.99
949,589,40,1,14.99
950,590,41,1,19.99
951,591,42,1,69.99
952,592,43,1,29.99
953,593,44,1,49.99
954,594,45,1,39.99
955,595,46,1,54.99
956,596,47,1,44.99
957,597,48,1,39.99
958,598,49,1,84.99
959,599,50,1,14.99
960,600,51,1,21.99
961,601,52,1,39.99
962,602,54,1,109.99
963,603,11,1,44.99
964,604,12,1,26.99
965,605,13,1,54.99
966,606,15,1,44.99
967,607,16,1,54.99
968,608,19,1,69.99
969,609,21,1,22.99
970,610,22,1,19.99
971,611,23,1,34.99
972,612,24,1,10.99
973,613,25,1,19.99
974,614,27,1,54.99
975,615,29,1,34.99
976,616,30,1,59.99
977,617,32,1,69.99
978,618,33,1,44.99
979,619,35,1,79.99
980,620,36,1,74.99
981,621,37,1,54.99
982,622,38,1,29.99
983,623,39,1,34.99
984,624,40,1,14.99
985,625,41,1,19.99
986,626,42,1,69.99
987,627,43,1,29.99
988,628,44,1,49.99
989,629,45,1,39.99
990,630,46,1,54.99
991,631,47,1,44.99
992,632,48,1,39.99
993,633,50,1,14.99
994,634,51,1,21.99
995,635,52,1,39.99
996,636,54,1,109.99
997,637,11,1,44.99
998,638,12,1,26.99
999,639,13,1,54.99
1000,640,15,1,44.99
1001,641,16,1,54.99
1002,642,19,1,69.99
1003,643,21,1,22.99
1004,644,22,1,19.99
1005,645,23,1,34.99
1006,646,24,1,10.99
1007,647,25,1,19.99
1008,648,27,1,54.99
1009,649,29,1,34.99
1010,650,30,1,59.99
1011,651,32,1,69.99
1012,652,33,1,44.99
1013,653,35,1,79.99
1014,654,36,1,74.99
1015,655,37,1,54.99
1016,656,38,1,29.99
1017,657,39,1,34.99
1018,658,40,1,14.99
1019,659,41,1,19.99
1020,660,42,1,69.99
1021,661,43,1,29.99
1022,662,44,1,49.99
1023,663,45,1,39.99
1024,664,46,1,54.99
1025,665,47,1,44.99
1026,666,48,1,39.99
1027,667,50,1,14.99
1028,668,51,1,21.99
1029,669,52,1,39.99
1030,670,11,1,44.99
1031,671,12,1,26.99
1032,672,13,1,54.99
1033,673,15,1,44.99
1034,674,16,1,54.99
1035,675,19,1,69.99
1036,676,21,1,22.99
1037,677,22,1,19.99
1038,678,23,1,34.99
1039,679,24,1,10.99
1040,680,25,1,19.99
1041,681,27,1,54.99
1042,682,29,1,34.99
1043,683,30,1,59.99
1044,684,32,1,69.99
1045,685,33,1,44.99
1046,686,35,1,79.99
1047,687,36,1,74.99
1048,688,37,1,54.99
1049,689,38,1,29.99
1050,690,39,1,34.99
1051,691,40,1,14.99
1052,692,41,1,19.99
1053,693,42,1,69.99
1054,694,43,1,29.99
1055,695,44,1,49.99
1056,696,45,1,39.99
1057,697,46,1,54.99
1058,698,47,1,44.99
1059,699,48,1,39.99
1060,700,50,1,14.99
1061,701,51,1,21.99
1062,702,52,1,39.99
1063,703,11,1,44.99
1064,704,12,1,26.99
1065,705,13,1,54.99
1066,706,15,1,44.99
1067,707,16,1,54.99
1068,708,19,1,69.99
1069,709,21,1,22.99
1070,710,22,1,19.99
1071,711,23,1,34.99
1072,712,24,1,10.99
1073,713,25,1,19.99
1074,714,27,1,54.99
1075,715,29,1,34.99
1076,716,30,1,59.99
1077,717,32,1,69.99
1078,718,33,1,44.99
1079,719,35,1,79.99
1080,720,36,1,74.99
1081,721,37,1,54.99
1082,722,38,1,29.99
1083,723,39,1,34.99
1084,724,40,1,14.99
1085,725,41,1,19.99
1086,726,42,1,69.99
1087,727,43,1,29.99
1088,728,44,1,49.99
1089,729,45,1,39.99
1090,730,46,1,54.99
1091,731,47,1,44.99
1092,732,48,1,39.99
1093,733,50,1,14.99
1094,734,51,1,21.99
1095,735,52,1,39.99
1096,736,11,1,44.99
1097,737,12,1,26.99
1098,738,13,1,54.99
1099,739,15,1,44.99
1100,740,16,1,54.99
1101,741,19,1,69.99
1102,742,21,1,22.99
1103,743,22,1,19.99
1104,744,23,1,34.99
1105,745,24,1,10.99
1106,746,25,1,19.99
1107,747,27,1,54.99
1108,748,29,1,34.99
1109,749,30,1,59.99
1110,750,32,1,69.99
1111,751,33,1,44.99
1112,752,35,1,79.99
1113,753,36,1,74.99
1114,754,37,1,54.99
1115,755,38,1,29.99
1116,756,39,1,34.99
1117,757,40,1,14.99
1118,758,41,1,19.99
1119,759,42,1,69.99
1120,760,43,1,29.99
1121,761,44,1,49.99
1122,762,45,1,39.99
1123,763,46,1,54.99
1124,764,47,1,44.99
1125,765,48,1,39.99
1126,766,50,1,14.99
1127,767,51,1,21.99
1128,768,52,1,39.99
1129,769,11,1,44.99
1130,770,12,1,26.99
1131,771,13,1,54.99
1132,772,15,1,44.99
1133,773,16,1,54.99
1134,774,19,1,69.99
1135,775,21,1,22.99
1136,776,22,1,19.99
1137,777,23,1,34.99
1138,778,24,1,10.99
1139,779,25,1,19.99
1140,780,27,1,54.99
1141,781,29,1,34.99
1142,782,30,1,59.99
1143,783,32,1,69.99
1144,784,33,1,44.99
1145,785,35,1,79.99
1146,786,36,1,74.99
1147,787,37,1,54.99
1148,788,38,1,29.99
1149,789,39,1,34.99
1150,790,40,1,14.99
1151,791,41,1,19.99
1152,792,42,1,69.99
1153,793,43,1,29.99
